product_name,rating,customers_rated,price
"Elanco Tapeworm Dewormer (praziquantel tablets) for Cats and Kittens 6 Weeks and Older, 3-count",4.6,44559,15.98
"Dog Beds Crate Pad for Medium/Large Dogs Fit Metal,Ultra Soft, Washable & Anti-Slip Kennel Pad for Dogs Cozy Sleeping Mat,Gray 36inch",4.6,2601,19.54
"Dr. Elsey's Premium Clumping Cat Litter | Ultra Scented | 99.9% Dust-Free, Low Tracking, Hard Clumping, Superior Odor Control, Natural Ingredients & Moisture-Activated Scent",4.4,9990,20.99
"Hill's Science Diet Dry Dog Food, Adult, Small & Mini Breeds, Sensitive Stomach & Skin, Chicken Recipe, 4 lb. Bag",4.7,14324,20.49
"Benebone Medium Holiday 4-Pack Dog Chew Toys for Aggressive Chewers, Made in USA, 60lbs and Under",4.7,6762,26.13
"Blue Buffalo Wilderness High Protein Natural Adult Dry Dog Food plus Wholesome Grains, Chicken 28 lb bag",4.6,660,78.17
"Rachael Ray Nutrish Premium Natural Dry Cat Food, Real Chicken & Brown Rice Recipe, 14 Pounds (Packaging May Vary)",4.6,18286,26.48
"Natural Dog Company Paw Soother Balm, Travel Stick, 0.15 oz, Dog Paw Cream and Lotion, Moisturizes & Soothes Irritated Paws & Elbows, Protects from Cracks & Wounds",4.3,50531,5.95
"CESAR Adult Wet Dog Food Classic Loaf in Sauce Filet Mignon Flavor, 3.5 oz. Easy Peel Trays, Pack of 24",4.7,13991,27.96
"Purina DentaLife Made in USA Facilities Large Dog Dental Chews, Daily - 18 ct. Pouch",4.7,9325,9.99
"Himalayan Dog Chew Original Yak Cheese Dog Chews, 100% Natural, Long Lasting, Gluten Free, Healthy & Safe Dog Treats, Lactose & Grain Free, Protein Rich, Mixed Sizes, Dogs 65 Lbs & Smaller",4.4,14807,23.98
"Bark&Spark Omega 3 for Dogs - 180 Fish Oil Treats for Dog Shedding, Skin Allergy, Itch Relief, Hot Spots Treatment - Joint Health - Skin and Coat Supplement - EPA & DHA Fatty Acids - Salmon Oil",4.4,6641,24.89
"Busy Purina Made in USA Facilities Toy Breed Dog Bones, Tiny - 60 ct. Pouch",4.7,12905,15.87
"Maxpower Planet Pet Grooming Brush - Double Sided Shedding and Dematting Undercoat Rake for Dogs and Cats - Extra Wide Dog Grooming Brush, Dog Brush for Shedding, Cat Brush, Dog Brush, Pet Comb, Blue",4.6,56129,14.97
Bodhi Dog Not Here! Spray | Trains Your Pet Where Not to Urinate | Training Corrector for Puppies & Dogs | for Indoor & Outdoor Use | No More Marking | Made in The USA (8 Ounce),3.4,27918,17.99
"Pet Honesty Chlorhexidine Dog Shampoo for Allergies and Itching for Dogs & Cats - Dog Skin and Coat Supplement - Helps Shedding, Hot Spots, Deodorizing Dog Shampoo, Dog Grooming Supplies - 16oz",4.6,7085,20.99
"BestPet 54in Cat Tree Tower for Indoor Cats,Multi-Level Cat Furniture Activity Center with Cat Scratching Posts Stand House Cat Condo with Funny Toys for Kittens Pet Play House,Dark Gray",4.0,6769,22.99
"Blue Buffalo Dog Food for Puppies, Life Protection Formula, Natural Chicken & Brown Rice Flavor, Puppy Dry Dog Food, 15 lb Bag",4.7,12937,37.98
"Muddy Mat® AS-SEEN-ON-TV Highly Absorbent Microfiber Door Mat and Pet Rug, Non Slip Thick Washable Area and Bath Mat Soft Chenille for Kitchen Bathroom Bedroom Indoor and Outdoor - Grey Medium 30""X19""",4.4,5652,21.74
"Pur Luv K9 Kabob Dog Treats, Made with Real Chicken, Duck and Sweet Potato, Healthy, Easily Digestible, Long Lasting, and High Protein, 12 oz",4.6,5538,0
"KONG - Puppy Toy Natural Teething Rubber - Fun to Chew, Chase and Fetch - For Medium Puppies - Blue",4.6,43294,10.99
"SHEBA PERFECT PORTIONS Paté Adult Wet Cat Food Trays (24 Count, 48 Servings), Savory Chicken Entrée, Easy Peel Twin-Pack Trays",4.6,13152,26.84
"Petmate Open Cat Litter Box, Extra Large Nonstick Litter Pan Durable Standard Litter Box, Mouse Grey Great for Small & Large Cats Easy to Clean, Made in USA",4.6,27626,9.28
"Pet Botanics Training Rewards Treats for Dogs, Made with Real Pork Liver, Focuses, Motivates, Rewards, Speeds Up Learning Curve, No BHA, BHT, Ethoxyquin, Bacon, 20 oz (1 pack)",4.7,23559,15.72
"Adams Plus Flea & Tick Shampoo with Precor for Cats, Kittens, Dogs & Puppies Over 12 Weeks Of Age Sensitive Skin Flea Treatment | Kills Adult Fleas, Flea Eggs, Ticks, and Lice",4.5,22040,14.99
"FXW Rollick Dog Playpen for Yard, Camping, 24"" Height Heavy Duty for Puppies/Small Dogs, 8 Panels",4.7,9490,59.99
"Best Friends by Sheri The Original Calming Donut Cat and Dog Bed in Shag Fur Taupe, Small 23x23",4.6,69403,29.99
"Veterinary Formula Clinical Care Hot Spot & Itch Relief Medicated Spray, 8oz – Easy to Use Spray for Dogs & Cats – Helps Alleviate Sensitive Skin, Scratching, and Licking of Coat",4.4,24114,9.98
Waggin' Train Chicken Jerky for Dogs - Limited Ingredient Dog Treats for Dogs 30 oz. Pouch,4.7,5996,28.58
"Purina Tidy Cats Clumping Cat Litter, 24/7 Performance, Clay Cat Litter, Recyclable Box - (3) 13.33 lb. Bags",4.5,21150,23.69
oneisall Dog Shaver Clippers Low Noise Rechargeable Cordless Electric Quiet Hair Clippers Set for Dogs Cats Pets,4.5,81793,34.99
"Kaytee Timothy Biscuits Baked Treat for Pet Guinea Pigs, Rabbits & Other Small Animals, Apple, 4 oz",4.6,30852,3.79
"COOLAROO The Original Cooling Elevated Dog Bed, Indoor and Outdoor, Medium, Grey",4.5,63197,19.90
"New World Newly Enhanced Single New World Dog Crate, Includes Leak-Proof Pan, Floor Protecting Feet, & New Patented Features, 36 Inch",4.7,47656,49.99
"Kaytee All Natural Timothy Hay for Guinea Pigs, Rabbits & Other Small Animals, 12 Pound",4.7,24662,34.18
"Hill's Science Diet Adult Large Breed Dry Dog Food- Shippable Frustration Free Packaging Box, Chicken & Barley Recipe, 35 lb. Bag",4.8,7049,78.99
"Blue Buffalo Homestyle Recipe Chicken & Beef Pate Wet Dog Food Variety Pack for Adult Dogs, Whole Grain, 12.5 oz. Cans (6 Pack)",4.6,3336,16.99
"Wellness Complete Health Dry Dog Food with Grains, Made in USA with Real Meat & Natural Ingredients, All Breeds, Adult Dogs (Chicken & Oatmeal, 30-lb) – With Nutrients for Immune, Skin, & Coat Support",4.5,7565,69.98
"MidWest Homes for Pets Replacement Pan for 42' Long MidWest Dog Crate,Black",4.6,45039,28.07
"Pedigree Small Dog Complete Nutrition Small Breed Adult Dry Dog Food Grilled Steak and Vegetable Flavor Dog Kibble, 14 lb. Bag",4.7,19983,16.98
"EcoKind Pet Treats Premium Gold Himalayan Yak Cheese, Gluten Free, Lactose Free, All Natural Chews for Small to Large Dogs | Keeps Dogs Busy & Enjoying, Indoors & Outdoor Use, 1 lb. Bag",4.3,13454,28.95
"PEDIGREE DENTASTIX Dental Dog Treats for Toy/Small Dogs Fresh Flavor Dental Bones, 1.54 lb. Value Pack (102 Treats)",4.7,13328,16.98
"Hill's Science Diet Adult Indoor Cat Food, Chicken Recipe Dry Cat Food, 7 lb. Bag",4.7,13263,32.49
"Purina Cat Chow Naturals With Added Vitamins, Minerals and Nutrients Dry Cat Food, Naturals Original - 13 lb. Bag",4.8,15087,19.89
"Paw Inspired 32ct Disposable Dog Diapers | Female Dog Diapers Ultra Protection | Diapers for Dogs in Heat, Excitable Urination, or Incontinence (Small)",4.3,16914,19.98
"Purina ONE High Protein Dry Cat Food, +Plus Urinary Tract Health Formula - 7 lb. Bag",4.6,14302,15.99
"Glucosamine Treats for Dogs - Joint Supplement w/Omega-3 Fish Oil - Chondroitin, MSM - Advanced Mobility Chews - Joint Pain Relief - Hip & Joint Care - Chicken Flavor - 120 Ct - Made in USA",4.4,6970,22.90
"Petlab Co. Joint Care Chews - High Levels of Glucosamine for Dogs, Green Lipped Mussels, Omega 3 and Turmeric - Dog Hip and Joint Supplement to Actively Support Mobility - Packaging May Vary",4.2,11459,35.95
"Pet Parents Premium Washable Dog Diapers & Extendrs, (3pack) of Female Dog Diapers, Color: Princess, Size: Large Dog Diapers Female",4.4,37360,27.99
"TOOGE Pooper Scooper, Dog Pooper Scooper Long Handle Stainless Metal Tray and Rake for Large Medium Small Dogs Heavy Duty (Green) (A-Standard)",4.6,8600,15.99
"Wobble Wag Giggle Ball, Interactive Dog Toy, Fun Giggle Sounds When Rolled or Shaken, Pets Know Best, As Seen On TV",4.1,89517,14.97
"Wellness Complete Health Small Breed Dry Dog Food with Grains, Natural Ingredients, Made in USA with Real Turkey, For Dogs Up to 25 lbs, (Adult, Turkey & Oatmeal, 4-Pound Bag)",4.6,10322,16.49
"Purina ONE Natural, High Protein, Grain Free Dry Cat Food, True Instinct With Real Chicken - 3.2 lb. Bag",4.7,8637,11.48
"Veken 4 Pack Replacement Filters & 4 Pack Replacement Pre-Filter Sponges for 67oz, 95oz and 135oz Automatic Pet Fountain Cat Water Fountain Dog Water Dispenser",4.7,6241,14.99
